::ffff:127.0.0.1 - - [26/Mar/2023:19:43:04 +0000] "GET /api/contact HTTP/1.1" 200 377 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:18:42 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:20:07 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:20:16 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:20:51 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:20:52 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:20:52 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:20:52 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:20:52 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:20:52 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:20:52 +0000] "GET /api/users HTTP/1.1" 403 21 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:24:23 +0000] "POST /api/auth/login HTTP/1.1" 200 408 "http://localhost:3002/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:24:44 +0000] "POST /api/auth/login HTTP/1.1" 200 407 "http://localhost:3002/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:19 +0000] "GET /api/products/findCat/Fruit HTTP/1.1" 200 1747 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:19 +0000] "GET /api/products/find/6420a50c4f293dab2508552a HTTP/1.1" 200 208 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:19 +0000] "GET /api/products/find/6420a50c4f293dab2508552b HTTP/1.1" 200 342 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:19 +0000] "GET /api/products/find/6420a50c4f293dab2508552c HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:19 +0000] "GET /api/products/find/6420a50c4f293dab2508552d HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:19 +0000] "GET /api/products/find/6420a50c4f293dab2508552e HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:19 +0000] "GET /api/products/find/6420a50c4f293dab25085530 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:19 +0000] "GET /api/products/find/6420a50c4f293dab2508552f HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:22 +0000] "GET /api/products/findCat/Fruit HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:22 +0000] "GET /api/products/find/6420a50c4f293dab2508552a HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:22 +0000] "GET /api/products/find/6420a50c4f293dab2508552b HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:22 +0000] "GET /api/products/find/6420a50c4f293dab2508552c HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:22 +0000] "GET /api/products/find/6420a50c4f293dab2508552d HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:22 +0000] "GET /api/products/find/6420a50c4f293dab2508552e HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:22 +0000] "GET /api/products/find/6420a50c4f293dab2508552f HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
::ffff:127.0.0.1 - - [26/Mar/2023:20:27:22 +0000] "GET /api/products/find/6420a50c4f293dab25085530 HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
